sale_id,sale_date,vehicle_type,brand,fuel_type,city,km_driven,vehicle_age_years,selling_price,procurement_cost,delivery_days,inspection_status,profit
2240,2023-04-04 07:00:00,Bike,TVS,Petrol,Bangalore,22476,6,88411,88042,12,Fail,369
2241,2023-04-04 08:00:00,Bike,Honda,Petrol,Coimbatore,63363,9,98185,110195,9,Pass,-12010
2242,2023-04-04 09:00:00,Bike,Yamaha,Petrol,Bangalore,1091,8,156960,22591,2,Pass,134369
2243,2023-04-04 10:00:00,Bike,Bajaj,Petrol,Bangalore,6777,6,152574,27996,1,Pass,124578
2244,2023-04-04 11:00:00,Bike,Yamaha,Electric,Coimbatore,62360,4,54424,118364,14,Pass,-63940
2245,2023-04-04 12:00:00,Bike,Hero,Petrol,Coimbatore,2760,3,66559,67485,10,Pass,-926
2246,2023-04-04 13:00:00,Bike,Yamaha,Electric,Hyderabad,66383,3,36075,62830,3,Pass,-26755
2247,2023-04-04 14:00:00,Bike,Hero,Electric,Bangalore,25241,9,178771,49370,13,Pass,129401
2248,2023-04-04 15:00:00,Bike,Yamaha,Petrol,Hyderabad,37711,7,34950,72572,4,Pass,-37622
2249,2023-04-04 16:00:00,Bike,Honda,Petrol,Hyderabad,42042,9,161485,94008,4,Pass,67477
2250,2023-04-04 17:00:00,Bike,Honda,Petrol,Chennai,7369,9,64305,44098,6,Pass,20207
2251,2023-04-04 18:00:00,Bike,Honda,Electric,Bangalore,94118,9,28569,76561,1,Pass,-47992
2252,2023-04-04 19:00:00,Bike,Honda,Petrol,Bangalore,88116,9,91778,17196,1,Pass,74582
2253,2023-04-04 20:00:00,Bike,Honda,Petrol,Chennai,65232,9,127633,26091,2,Pass,101542
2254,2023-04-04 21:00:00,Bike,Honda,Petrol,Hyderabad,95015,0,55085,95576,4,Pass,-40491
2255,2023-04-04 22:00:00,Bike,Hero,Petrol,Bangalore,19922,4,121307,80254,7,Pass,41053
2256,2023-04-04 23:00:00,Bike,Bajaj,Petrol,Hyderabad,36113,1,117174,64262,6,Pass,52912
2257,2023-04-05 00:00:00,Bike,Yamaha,Petrol,Chennai,57516,8,61163,129320,11,Pass,-68157
2258,2023-04-05 01:00:00,Bike,Honda,Petrol,Coimbatore,60610,6,74592,139124,9,Pass,-64532
2259,2023-04-05 02:00:00,Bike,Hero,Petrol,Hyderabad,89029,9,142431,21023,7,Pass,121408
2260,2023-04-05 03:00:00,Bike,Hero,Electric,Bangalore,78422,7,33039,35543,12,Pass,-2504
2261,2023-04-05 04:00:00,Bike,Hero,Petrol,Coimbatore,34533,5,164270,75029,5,Pass,89241
2262,2023-04-05 05:00:00,Bike,Bajaj,Electric,Hyderabad,45713,8,28824,108913,6,Pass,-80089
2263,2023-04-05 06:00:00,Bike,Yamaha,Petrol,Hyderabad,62493,5,75420,117171,10,Pass,-41751
2264,2023-04-05 07:00:00,Bike,Bajaj,Petrol,Coimbatore,13438,6,114535,57337,9,Pass,57198
2265,2023-04-05 08:00:00,Bike,TVS,Petrol,Coimbatore,77195,6,28436,55409,1,Pass,-26973
2266,2023-04-05 09:00:00,Bike,Hero,Petrol,Coimbatore,2774,8,118550,85540,11,Pass,33010
2267,2023-04-05 10:00:00,Bike,TVS,Electric,Bangalore,84890,7,41057,24963,9,Pass,16094
2268,2023-04-05 11:00:00,Bike,Honda,Petrol,Bangalore,32315,0,26310,28796,6,Pass,-2486
2269,2023-04-05 12:00:00,Bike,Honda,Electric,Hyderabad,76518,3,151913,55972,12,Pass,95941
2270,2023-04-05 13:00:00,Bike,Bajaj,Petrol,Hyderabad,19461,6,91013,87613,4,Pass,3400
2271,2023-04-05 14:00:00,Bike,Yamaha,Petrol,Chennai,20544,7,85022,110384,12,Fail,-25362
2272,2023-04-05 15:00:00,Bike,TVS,Petrol,Bangalore,99872,6,164978,93062,5,Pass,71916
2273,2023-04-05 16:00:00,Bike,Yamaha,Petrol,Hyderabad,22475,2,165940,18261,13,Pass,147679
2274,2023-04-05 17:00:00,Bike,Bajaj,Petrol,Coimbatore,15206,3,43546,32046,1,Pass,11500
2275,2023-04-05 18:00:00,Bike,Honda,Electric,Coimbatore,6474,6,123812,28397,7,Pass,95415
2276,2023-04-05 19:00:00,Bike,Yamaha,Petrol,Bangalore,76964,7,97855,75436,13,Pass,22419
2277,2023-04-05 20:00:00,Bike,Yamaha,Petrol,Coimbatore,21713,6,58149,105805,13,Pass,-47656
2278,2023-04-05 21:00:00,Bike,Honda,Petrol,Chennai,2450,5,138591,116694,8,Fail,21897
2279,2023-04-05 22:00:00,Bike,TVS,Petrol,Hyderabad,85513,8,179756,40757,11,Pass,138999
2280,2023-04-05 23:00:00,Bike,Honda,Petrol,Hyderabad,10911,8,54858,132706,5,Pass,-77848
2281,2023-04-06 00:00:00,Bike,Yamaha,Petrol,Hyderabad,87731,6,70330,30299,2,Pass,40031
2282,2023-04-06 01:00:00,Bike,TVS,Petrol,Bangalore,46656,7,117203,139384,8,Pass,-22181
2283,2023-04-06 02:00:00,Bike,TVS,Petrol,Coimbatore,63244,5,50293,16902,10,Pass,33391
2284,2023-04-06 03:00:00,Bike,Honda,Petrol,Chennai,18271,0,81869,133859,7,Fail,-51990
2285,2023-04-06 04:00:00,Bike,Yamaha,Petrol,Bangalore,70310,0,115429,130016,10,Fail,-14587
2286,2023-04-06 05:00:00,Bike,Bajaj,Petrol,Hyderabad,35553,5,160701,57399,9,Pass,103302
2287,2023-04-06 06:00:00,Bike,Yamaha,Petrol,Chennai,52576,1,30704,63330,4,Pass,-32626
2288,2023-04-06 07:00:00,Bike,Hero,Petrol,Hyderabad,7545,7,157848,61308,11,Pass,96540
2289,2023-04-06 08:00:00,Bike,Bajaj,Petrol,Hyderabad,58123,0,73281,135983,9,Pass,-62702
2290,2023-04-06 09:00:00,Bike,TVS,Petrol,Bangalore,30214,1,141972,18846,4,Pass,123126
2291,2023-04-06 10:00:00,Bike,Bajaj,Petrol,Hyderabad,34886,7,138532,27359,3,Pass,111173
2292,2023-04-06 11:00:00,Bike,TVS,Petrol,Chennai,9062,5,91780,64376,11,Pass,27404
2293,2023-04-06 12:00:00,Bike,TVS,Petrol,Hyderabad,55548,9,157405,83056,3,Pass,74349
2294,2023-04-06 13:00:00,Bike,Bajaj,Petrol,Coimbatore,93795,1,80333,55832,10,Pass,24501
2295,2023-04-06 14:00:00,Bike,TVS,Petrol,Hyderabad,12526,1,158005,35098,2,Pass,122907
2296,2023-04-06 15:00:00,Bike,TVS,Petrol,Bangalore,32089,6,114893,132095,10,Pass,-17202
2297,2023-04-06 16:00:00,Bike,Hero,Petrol,Chennai,97774,4,87958,119987,3,Pass,-32029
2298,2023-04-06 17:00:00,Bike,Yamaha,Electric,Bangalore,27344,4,162899,64962,14,Pass,97937
2299,2023-04-06 18:00:00,Bike,Yamaha,Petrol,Coimbatore,23947,7,55844,103672,8,Pass,-47828
2300,2023-04-06 19:00:00,Bike,Hero,Petrol,Hyderabad,90915,6,139501,50885,11,Pass,88616
2301,2023-04-06 20:00:00,Bike,Bajaj,Petrol,Bangalore,78002,8,116200,111256,8,Pass,4944
2302,2023-04-06 21:00:00,Bike,Honda,Electric,Bangalore,83768,3,25792,36157,2,Pass,-10365
2303,2023-04-06 22:00:00,Bike,Honda,Petrol,Bangalore,55208,9,108187,63372,11,Pass,44815
2304,2023-04-06 23:00:00,Bike,Honda,Electric,Bangalore,64425,3,67510,34674,2,Pass,32836
2305,2023-04-07 00:00:00,Bike,Hero,Petrol,Coimbatore,71325,1,138104,47357,2,Pass,90747
2306,2023-04-07 01:00:00,Bike,Hero,Petrol,Coimbatore,52074,2,64632,27578,10,Pass,37054
2307,2023-04-07 02:00:00,Bike,TVS,Petrol,Hyderabad,86048,0,108568,17251,7,Pass,91317
2308,2023-04-07 03:00:00,Bike,Honda,Petrol,Hyderabad,19312,0,90214,94049,6,Pass,-3835
2309,2023-04-07 04:00:00,Bike,Bajaj,Electric,Chennai,55809,6,69870,52429,12,Pass,17441
2310,2023-04-07 05:00:00,Bike,Bajaj,Petrol,Coimbatore,64730,4,73110,107641,11,Pass,-34531
2311,2023-04-07 06:00:00,Bike,Honda,Petrol,Bangalore,42128,2,134414,61871,1,Pass,72543
2312,2023-04-07 07:00:00,Bike,Honda,Petrol,Bangalore,41081,6,161243,101526,2,Pass,59717
2313,2023-04-07 08:00:00,Bike,Honda,Petrol,Chennai,47128,1,165661,40499,14,Fail,125162
2314,2023-04-07 09:00:00,Bike,Hero,Petrol,Bangalore,89128,2,43077,21421,1,Pass,21656
2315,2023-04-07 10:00:00,Bike,Hero,Petrol,Chennai,25605,0,89874,67204,12,Pass,22670
2316,2023-04-07 11:00:00,Bike,Hero,Electric,Hyderabad,80330,7,171009,39591,11,Pass,131418
2317,2023-04-07 12:00:00,Bike,Yamaha,Petrol,Coimbatore,69657,1,34754,75940,7,Pass,-41186
2318,2023-04-07 13:00:00,Bike,Bajaj,Petrol,Chennai,32942,6,50688,107515,6,Fail,-56827
2319,2023-04-07 14:00:00,Bike,Bajaj,Petrol,Bangalore,87735,8,32048,101371,2,Pass,-69323
2320,2023-04-07 15:00:00,Bike,TVS,Petrol,Chennai,2847,5,47568,118229,2,Pass,-70661
2321,2023-04-07 16:00:00,Bike,Hero,Petrol,Hyderabad,95522,1,122583,27202,2,Pass,95381
2322,2023-04-07 17:00:00,Bike,Yamaha,Electric,Bangalore,48150,1,173617,115950,8,Pass,57667
2323,2023-04-07 18:00:00,Bike,Yamaha,Petrol,Hyderabad,17610,8,119449,138981,14,Pass,-19532
2324,2023-04-07 19:00:00,Bike,Bajaj,Petrol,Hyderabad,62670,9,70217,106202,7,Pass,-35985
2325,2023-04-07 20:00:00,Bike,Hero,Petrol,Chennai,5423,7,164781,34290,1,Pass,130491
2326,2023-04-07 21:00:00,Bike,TVS,Electric,Hyderabad,52301,8,152873,33130,4,Pass,119743
2327,2023-04-07 22:00:00,Bike,Hero,Petrol,Bangalore,63271,3,50358,52077,11,Pass,-1719
2328,2023-04-07 23:00:00,Bike,Honda,Petrol,Hyderabad,81647,3,139064,139600,4,Pass,-536
2329,2023-04-08 00:00:00,Bike,Hero,Petrol,Hyderabad,48635,1,36023,130136,7,Pass,-94113
2330,2023-04-08 01:00:00,Bike,Honda,Petrol,Chennai,19699,9,120387,34396,2,Pass,85991
2331,2023-04-08 02:00:00,Bike,Honda,Petrol,Hyderabad,9566,0,111728,75848,4,Pass,35880
2332,2023-04-08 03:00:00,Bike,TVS,Petrol,Coimbatore,52636,9,174911,98488,1,Pass,76423
2333,2023-04-08 04:00:00,Bike,Bajaj,Petrol,Chennai,92790,3,52410,75530,13,Pass,-23120
2334,2023-04-08 05:00:00,Bike,Hero,Petrol,Chennai,37075,9,130696,79274,13,Pass,51422
2335,2023-04-08 06:00:00,Bike,Honda,Petrol,Bangalore,90296,9,36447,133179,11,Pass,-96732
2336,2023-04-08 07:00:00,Bike,Hero,Petrol,Bangalore,47233,7,142954,42122,11,Pass,100832
2337,2023-04-08 08:00:00,Bike,Bajaj,Petrol,Bangalore,17491,1,111569,44381,4,Pass,67188
2338,2023-04-08 09:00:00,Bike,Bajaj,Petrol,Bangalore,23053,7,120894,60435,11,Pass,60459
2339,2023-04-08 10:00:00,Bike,Yamaha,Petrol,Coimbatore,90210,0,38907,120614,14,Pass,-81707
2340,2023-04-08 11:00:00,Bike,Bajaj,Petrol,Chennai,87993,0,46637,38267,1,Pass,8370
2341,2023-04-08 12:00:00,Bike,TVS,Petrol,Hyderabad,1134,3,178441,128271,2,Pass,50170
2342,2023-04-08 13:00:00,Bike,Honda,Petrol,Bangalore,95917,6,158661,135672,2,Pass,22989
2343,2023-04-08 14:00:00,Bike,Yamaha,Petrol,Bangalore,13271,8,48560,122543,12,Pass,-73983
2344,2023-04-08 15:00:00,Bike,TVS,Electric,Bangalore,18798,4,28034,76978,10,Fail,-48944
2345,2023-04-08 16:00:00,Bike,Hero,Petrol,Hyderabad,80376,1,156241,22088,12,Fail,134153
2346,2023-04-08 17:00:00,Bike,Honda,Electric,Bangalore,99392,6,117449,112354,3,Fail,5095
2347,2023-04-08 18:00:00,Bike,Bajaj,Petrol,Hyderabad,36499,1,28239,27822,8,Pass,417
2348,2023-04-08 19:00:00,Bike,Honda,Petrol,Chennai,72387,8,28415,134456,11,Pass,-106041
2349,2023-04-08 20:00:00,Bike,Hero,Petrol,Chennai,60148,8,101944,65216,6,Pass,36728
2350,2023-04-08 21:00:00,Bike,Yamaha,Petrol,Chennai,63168,2,159556,51589,6,Pass,107967
2351,2023-04-08 22:00:00,Bike,Yamaha,Petrol,Coimbatore,69874,7,78987,80262,9,Pass,-1275
2352,2023-04-08 23:00:00,Bike,Yamaha,Petrol,Hyderabad,68009,3,43225,72911,8,Pass,-29686
2353,2023-04-09 00:00:00,Bike,Bajaj,Electric,Bangalore,76283,2,105459,16436,2,Pass,89023
2354,2023-04-09 01:00:00,Bike,TVS,Petrol,Bangalore,44940,0,45936,76854,6,Pass,-30918
2355,2023-04-09 02:00:00,Bike,TVS,Petrol,Bangalore,32155,4,64612,76888,1,Pass,-12276
2356,2023-04-09 03:00:00,Bike,Honda,Petrol,Bangalore,43539,3,120533,126201,13,Pass,-5668
2357,2023-04-09 04:00:00,Bike,Bajaj,Petrol,Coimbatore,55755,0,145877,42281,14,Pass,103596
2358,2023-04-09 05:00:00,Bike,Yamaha,Petrol,Bangalore,72719,9,127269,103017,9,Fail,24252
2359,2023-04-09 06:00:00,Bike,Yamaha,Petrol,Coimbatore,55489,7,64952,111005,4,Fail,-46053
2360,2023-04-09 07:00:00,Bike,Hero,Electric,Hyderabad,11744,7,83945,99403,4,Pass,-15458
2361,2023-04-09 08:00:00,Bike,Hero,Petrol,Chennai,95094,7,30380,121023,9,Pass,-90643
2362,2023-04-09 09:00:00,Bike,Yamaha,Petrol,Bangalore,59095,2,105821,68952,3,Pass,36869
2363,2023-04-09 10:00:00,Bike,Yamaha,Petrol,Chennai,40051,5,172215,37766,5,Pass,134449
2364,2023-04-09 11:00:00,Bike,Bajaj,Petrol,Hyderabad,63730,6,74744,110273,1,Pass,-35529
2365,2023-04-09 12:00:00,Bike,TVS,Petrol,Hyderabad,28871,8,105262,36213,6,Pass,69049
2366,2023-04-09 13:00:00,Bike,Hero,Petrol,Bangalore,69858,4,82331,108891,3,Pass,-26560
2367,2023-04-09 14:00:00,Bike,TVS,Petrol,Hyderabad,29378,8,117551,77239,1,Pass,40312
2368,2023-04-09 15:00:00,Bike,Bajaj,Petrol,Chennai,36657,5,88815,37537,10,Fail,51278
2369,2023-04-09 16:00:00,Bike,Yamaha,Petrol,Bangalore,6414,9,96519,17794,6,Pass,78725
2370,2023-04-09 17:00:00,Bike,TVS,Electric,Coimbatore,84200,9,175250,74204,14,Pass,101046
2371,2023-04-09 18:00:00,Bike,Yamaha,Petrol,Bangalore,27680,9,117526,124832,12,Pass,-7306
2372,2023-04-09 19:00:00,Bike,Yamaha,Petrol,Chennai,4188,3,134365,47324,10,Pass,87041
2373,2023-04-09 20:00:00,Bike,Honda,Petrol,Bangalore,80719,0,61366,71764,2,Pass,-10398
2374,2023-04-09 21:00:00,Bike,TVS,Petrol,Bangalore,79116,0,124830,45858,8,Pass,78972
2375,2023-04-09 22:00:00,Bike,TVS,Petrol,Chennai,96989,9,66911,57850,14,Pass,9061
2376,2023-04-09 23:00:00,Bike,Yamaha,Petrol,Bangalore,10416,4,108422,28018,13,Pass,80404
2377,2023-04-10 00:00:00,Bike,Bajaj,Petrol,Bangalore,56863,2,78619,98017,11,Pass,-19398
2378,2023-04-10 01:00:00,Bike,Honda,Petrol,Chennai,95713,4,47791,65790,12,Pass,-17999
2379,2023-04-10 02:00:00,Bike,Yamaha,Petrol,Hyderabad,27860,4,33301,96120,2,Pass,-62819
2380,2023-04-10 03:00:00,Bike,Hero,Petrol,Chennai,38305,0,151866,24850,4,Pass,127016
2381,2023-04-10 04:00:00,Bike,Hero,Electric,Bangalore,13953,7,128623,106237,14,Pass,22386
2382,2023-04-10 05:00:00,Bike,Honda,Electric,Coimbatore,23203,4,137824,121759,3,Pass,16065
2383,2023-04-10 06:00:00,Bike,Bajaj,Petrol,Coimbatore,59521,4,61894,124488,9,Pass,-62594
2384,2023-04-10 07:00:00,Bike,Yamaha,Petrol,Chennai,74676,8,104618,60975,2,Fail,43643
2385,2023-04-10 08:00:00,Bike,TVS,Petrol,Coimbatore,95299,7,95994,80510,3,Pass,15484
2386,2023-04-10 09:00:00,Bike,Honda,Electric,Bangalore,98885,0,66770,80696,7,Pass,-13926
2387,2023-04-10 10:00:00,Bike,Bajaj,Petrol,Bangalore,82114,2,47300,40832,4,Pass,6468
2388,2023-04-10 11:00:00,Bike,TVS,Electric,Chennai,89419,6,143025,111746,6,Pass,31279
2389,2023-04-10 12:00:00,Bike,Hero,Petrol,Bangalore,81572,0,145605,102826,3,Pass,42779
2390,2023-04-10 13:00:00,Bike,Hero,Petrol,Hyderabad,7910,0,65285,109977,1,Pass,-44692
2391,2023-04-10 14:00:00,Bike,TVS,Petrol,Bangalore,81962,4,142713,39886,11,Pass,102827
2392,2023-04-10 15:00:00,Bike,Honda,Electric,Chennai,48768,8,73671,112930,6,Pass,-39259
2393,2023-04-10 16:00:00,Bike,Hero,Electric,Hyderabad,34748,5,143216,23418,4,Pass,119798
2394,2023-04-10 17:00:00,Bike,Yamaha,Petrol,Hyderabad,31659,9,45270,138152,2,Pass,-92882
2395,2023-04-10 18:00:00,Bike,TVS,Petrol,Coimbatore,42539,1,144870,22081,7,Pass,122789
2396,2023-04-10 19:00:00,Bike,TVS,Petrol,Bangalore,48300,8,152897,117716,10,Pass,35181
2397,2023-04-10 20:00:00,Bike,Hero,Petrol,Chennai,41261,5,169770,25114,13,Pass,144656
2398,2023-04-10 21:00:00,Bike,Honda,Petrol,Coimbatore,95126,4,97265,132845,12,Fail,-35580
2399,2023-04-10 22:00:00,Bike,Yamaha,Petrol,Coimbatore,86603,4,36171,33722,13,Pass,2449
2400,2023-04-10 23:00:00,Bike,Honda,Petrol,Bangalore,44163,2,85684,102508,5,Pass,-16824
2401,2023-04-11 00:00:00,Bike,Bajaj,Petrol,Bangalore,81403,5,74948,32985,6,Pass,41963
2402,2023-04-11 01:00:00,Bike,Bajaj,Petrol,Chennai,40912,3,59725,20888,6,Pass,38837
2403,2023-04-11 02:00:00,Bike,Hero,Petrol,Coimbatore,35867,9,44450,84254,14,Pass,-39804
2404,2023-04-11 03:00:00,Bike,Hero,Petrol,Chennai,6313,1,169372,112683,9,Pass,56689
2405,2023-04-11 04:00:00,Bike,Hero,Petrol,Coimbatore,60394,2,150900,135234,12,Fail,15666
2406,2023-04-11 05:00:00,Bike,Bajaj,Petrol,Coimbatore,51944,8,109600,123918,2,Pass,-14318
2407,2023-04-11 06:00:00,Bike,Honda,Petrol,Coimbatore,34769,8,160513,98845,12,Pass,61668
2408,2023-04-11 07:00:00,Bike,Honda,Petrol,Bangalore,62248,5,136315,138446,6,Pass,-2131
2409,2023-04-11 08:00:00,Bike,Hero,Petrol,Coimbatore,41690,9,175404,34299,9,Pass,141105
2410,2023-04-11 09:00:00,Bike,Yamaha,Petrol,Coimbatore,40818,9,45115,71050,12,Fail,-25935
2411,2023-04-11 10:00:00,Bike,Honda,Petrol,Coimbatore,37518,8,124405,121747,4,Pass,2658
2412,2023-04-11 11:00:00,Bike,Bajaj,Petrol,Hyderabad,40259,3,112404,37036,13,Pass,75368
2413,2023-04-11 12:00:00,Bike,TVS,Electric,Bangalore,16998,4,169687,100421,12,Pass,69266
2414,2023-04-11 13:00:00,Bike,TVS,Electric,Hyderabad,26489,9,170804,44346,13,Pass,126458
2415,2023-04-11 14:00:00,Bike,TVS,Petrol,Bangalore,26068,5,135670,128507,13,Pass,7163
2416,2023-04-11 15:00:00,Bike,Yamaha,Petrol,Chennai,67077,8,67738,129673,11,Pass,-61935
2417,2023-04-11 16:00:00,Bike,Hero,Petrol,Hyderabad,30599,4,157053,41691,6,Pass,115362
2418,2023-04-11 17:00:00,Bike,Bajaj,Electric,Chennai,90400,7,106666,120578,7,Pass,-13912
2419,2023-04-11 18:00:00,Bike,Yamaha,Petrol,Coimbatore,41139,0,109351,129063,1,Pass,-19712
2420,2023-04-11 19:00:00,Bike,Bajaj,Petrol,Chennai,23982,4,164638,32986,5,Fail,131652
2421,2023-04-11 20:00:00,Bike,Bajaj,Petrol,Chennai,69712,9,35728,42846,4,Pass,-7118
2422,2023-04-11 21:00:00,Bike,Hero,Petrol,Chennai,55761,0,130852,137047,13,Pass,-6195
2423,2023-04-11 22:00:00,Bike,TVS,Petrol,Chennai,87817,9,108911,64665,13,Pass,44246
2424,2023-04-11 23:00:00,Bike,Hero,Petrol,Bangalore,30548,5,142616,128408,13,Pass,14208
2425,2023-04-12 00:00:00,Bike,Yamaha,Petrol,Hyderabad,3565,6,61214,56401,10,Pass,4813
2426,2023-04-12 01:00:00,Bike,Yamaha,Petrol,Bangalore,2536,4,70588,88728,2,Pass,-18140
2427,2023-04-12 02:00:00,Bike,Yamaha,Petrol,Bangalore,36314,0,175025,119805,2,Fail,55220
2428,2023-04-12 03:00:00,Bike,Hero,Petrol,Bangalore,60194,5,93408,65054,2,Pass,28354
2429,2023-04-12 04:00:00,Bike,Bajaj,Electric,Chennai,17424,9,59103,53487,7,Pass,5616
2430,2023-04-12 05:00:00,Bike,Bajaj,Petrol,Bangalore,60704,4,95949,24412,11,Pass,71537
2431,2023-04-12 06:00:00,Bike,Honda,Petrol,Hyderabad,33344,5,176228,137836,13,Fail,38392
2432,2023-04-12 07:00:00,Bike,Yamaha,Petrol,Bangalore,82443,9,38423,96499,11,Pass,-58076
2433,2023-04-12 08:00:00,Bike,Bajaj,Petrol,Coimbatore,22018,6,63062,66473,4,Pass,-3411
2434,2023-04-12 09:00:00,Bike,Honda,Electric,Chennai,17559,6,26987,114159,6,Pass,-87172
2435,2023-04-12 10:00:00,Bike,Bajaj,Petrol,Coimbatore,23552,1,87979,81553,7,Pass,6426
2436,2023-04-12 11:00:00,Bike,Yamaha,Electric,Hyderabad,70303,2,62597,20279,9,Pass,42318
2437,2023-04-12 12:00:00,Bike,TVS,Petrol,Hyderabad,72024,5,108905,90948,11,Pass,17957
2438,2023-04-12 13:00:00,Bike,Yamaha,Electric,Hyderabad,94010,2,101970,22712,2,Pass,79258
2439,2023-04-12 14:00:00,Bike,Hero,Petrol,Hyderabad,90072,1,88805,30817,10,Pass,57988
2440,2023-04-12 15:00:00,Bike,Bajaj,Petrol,Bangalore,9180,3,144779,68832,12,Pass,75947
2441,2023-04-12 16:00:00,Bike,Bajaj,Petrol,Chennai,67521,4,172708,108616,13,Pass,64092
2442,2023-04-12 17:00:00,Bike,Hero,Electric,Hyderabad,80749,9,82467,71224,9,Pass,11243
2443,2023-04-12 18:00:00,Bike,Hero,Electric,Coimbatore,20543,8,132732,21624,11,Pass,111108
2444,2023-04-12 19:00:00,Bike,TVS,Petrol,Hyderabad,2919,2,173079,44126,5,Pass,128953
2445,2023-04-12 20:00:00,Bike,Bajaj,Electric,Chennai,57392,2,126460,97115,13,Pass,29345
2446,2023-04-12 21:00:00,Bike,Bajaj,Petrol,Coimbatore,17640,5,159461,95667,6,Fail,63794
2447,2023-04-12 22:00:00,Bike,TVS,Petrol,Coimbatore,43984,4,143105,52462,6,Pass,90643
2448,2023-04-12 23:00:00,Bike,Honda,Petrol,Coimbatore,64369,5,149535,73676,11,Pass,75859
2449,2023-04-13 00:00:00,Bike,TVS,Petrol,Bangalore,45710,6,34458,61815,3,Pass,-27357
2450,2023-04-13 01:00:00,Bike,Yamaha,Petrol,Hyderabad,58100,2,93481,117955,11,Pass,-24474
2451,2023-04-13 02:00:00,Bike,Bajaj,Petrol,Bangalore,78997,4,99888,103911,11,Pass,-4023
2452,2023-04-13 03:00:00,Bike,Hero,Petrol,Coimbatore,6987,7,101022,41093,10,Pass,59929
2453,2023-04-13 04:00:00,Bike,Yamaha,Petrol,Bangalore,61192,3,92628,126030,7,Pass,-33402
2454,2023-04-13 05:00:00,Bike,Bajaj,Petrol,Bangalore,62612,9,95648,132385,13,Pass,-36737
2455,2023-04-13 06:00:00,Bike,TVS,Petrol,Bangalore,31610,1,41937,47525,7,Pass,-5588
2456,2023-04-13 07:00:00,Bike,Yamaha,Petrol,Hyderabad,16860,3,26112,44030,8,Pass,-17918
2457,2023-04-13 08:00:00,Bike,Bajaj,Petrol,Coimbatore,49910,1,73355,59067,5,Fail,14288
2458,2023-04-13 09:00:00,Bike,Honda,Petrol,Coimbatore,90918,2,100561,130745,2,Pass,-30184
2459,2023-04-13 10:00:00,Bike,Honda,Petrol,Hyderabad,83538,3,143181,20207,13,Pass,122974
2460,2023-04-13 11:00:00,Bike,Hero,Petrol,Bangalore,73667,3,85482,91433,3,Fail,-5951
2461,2023-04-13 12:00:00,Bike,Bajaj,Petrol,Bangalore,3517,9,104098,41639,9,Pass,62459
2462,2023-04-13 13:00:00,Bike,Honda,Petrol,Chennai,86761,8,167376,17792,6,Pass,149584
2463,2023-04-13 14:00:00,Bike,TVS,Petrol,Chennai,60624,9,147978,15420,8,Pass,132558
2464,2023-04-13 15:00:00,Bike,Bajaj,Petrol,Chennai,90798,5,81625,109760,8,Pass,-28135
2465,2023-04-13 16:00:00,Bike,TVS,Petrol,Hyderabad,51449,8,149359,34198,14,Pass,115161
2466,2023-04-13 17:00:00,Bike,TVS,Petrol,Coimbatore,58768,3,96246,50608,5,Pass,45638
2467,2023-04-13 18:00:00,Bike,Honda,Electric,Chennai,66820,8,37588,61205,1,Pass,-23617
2468,2023-04-13 19:00:00,Bike,Bajaj,Electric,Coimbatore,94056,8,140910,97951,6,Pass,42959
2469,2023-04-13 20:00:00,Bike,Yamaha,Petrol,Coimbatore,81801,5,153658,120943,7,Pass,32715
2470,2023-04-13 21:00:00,Bike,Honda,Petrol,Coimbatore,31627,4,45967,32875,9,Pass,13092
2471,2023-04-13 22:00:00,Bike,Honda,Petrol,Hyderabad,3696,2,155153,85511,2,Pass,69642
2472,2023-04-13 23:00:00,Bike,Bajaj,Petrol,Hyderabad,75588,4,49256,106997,12,Pass,-57741
2473,2023-04-14 00:00:00,Bike,Bajaj,Electric,Hyderabad,41800,2,153121,36331,13,Pass,116790
2474,2023-04-14 01:00:00,Bike,TVS,Petrol,Hyderabad,50214,4,105732,31893,2,Pass,73839
2475,2023-04-14 02:00:00,Bike,Bajaj,Petrol,Chennai,32421,4,155145,79913,10,Pass,75232
2476,2023-04-14 03:00:00,Bike,TVS,Petrol,Bangalore,5246,1,158578,33243,1,Pass,125335
2477,2023-04-14 04:00:00,Bike,Honda,Electric,Bangalore,69035,8,123120,30535,5,Pass,92585
2478,2023-04-14 05:00:00,Bike,Hero,Petrol,Bangalore,65850,6,176781,78203,2,Pass,98578
2479,2023-04-14 06:00:00,Bike,Yamaha,Petrol,Chennai,50845,5,69840,85597,3,Pass,-15757
2480,2023-04-14 07:00:00,Bike,Honda,Petrol,Bangalore,49720,4,137647,82394,2,Pass,55253
2481,2023-04-14 08:00:00,Bike,Bajaj,Petrol,Chennai,81631,3,84321,40489,11,Pass,43832
2482,2023-04-14 09:00:00,Bike,Yamaha,Petrol,Chennai,22563,7,68202,94214,4,Pass,-26012
2483,2023-04-14 10:00:00,Bike,Hero,Petrol,Chennai,72236,1,159162,135295,11,Pass,23867
2484,2023-04-14 11:00:00,Bike,Hero,Electric,Bangalore,89413,7,84231,115369,3,Pass,-31138
2485,2023-04-14 12:00:00,Bike,TVS,Electric,Coimbatore,79446,0,46552,127695,9,Fail,-81143
2486,2023-04-14 13:00:00,Bike,Yamaha,Electric,Bangalore,46471,9,46661,99886,10,Fail,-53225
